route,dataset,grid,seed,n,d,ntest,support_fraction,sigma,contamination_fraction,noise_multiplier,rmse_joint,rmse_model_only,weight_recall_joint,outlier_recall_joint,weight_ess_joint,data_ess_joint
1,synthetic,data_grid,9,500,50,1000,0.2,0.2,0.2,5.0,0.20302370669241912,0.22953675411389296,1.0,0.68,0.11429168745717236,0.5058841906071764
1,synthetic,data_grid,0,500,50,1000,0.2,0.2,0.2,10.0,0.20700856225697725,0.28596253522503073,1.0,0.81,0.08160173503219761,0.5050557237260381
1,synthetic,data_grid,1,500,50,1000,0.2,0.2,0.2,10.0,0.21507421887660677,0.2702720686126809,0.8,0.83,0.12032549175171253,0.4953067313596286
1,synthetic,data_grid,2,500,50,1000,0.2,0.2,0.2,10.0,0.21369519261782285,0.24159777652032097,1.0,0.86,0.13088102520260267,0.4920340426888732
1,synthetic,data_grid,3,500,50,1000,0.2,0.2,0.2,10.0,0.2151667776813125,0.30701551904376034,1.0,0.81,0.11373071980880367,0.5082886087831815
1,synthetic,data_grid,4,500,50,1000,0.2,0.2,0.2,10.0,0.2141642216143034,0.2496305029717038,1.0,0.84,0.11605848589983715,0.504700268941731
1,synthetic,data_grid,5,500,50,1000,0.2,0.2,0.2,10.0,0.2118703344819837,0.3082161805976397,1.0,0.73,0.1174768655111549,0.4986425684336621
1,synthetic,data_grid,6,500,50,1000,0.2,0.2,0.2,10.0,0.20000801312708041,0.252415154258849,1.0,0.81,0.118895052882738,0.49724429447438545
1,synthetic,data_grid,7,500,50,1000,0.2,0.2,0.2,10.0,0.22063975454728973,0.32468730854487743,1.0,0.83,0.10272673965403165,0.499220874568413
1,synthetic,data_grid,8,500,50,1000,0.2,0.2,0.2,10.0,0.21079303884989337,0.27796181668124237,1.0,0.84,0.11616607158553943,0.4992534872799789
1,synthetic,data_grid,9,500,50,1000,0.2,0.2,0.2,10.0,0.20509381214666958,0.28861264410074655,1.0,0.77,0.11436252648251186,0.5043315755871265
